asset,variant,type,old_cx,old_cy,old_cz,old_ex,old_ey,old_ez,new_cx,new_cy,new_cz,new_ex,new_ey,new_ez,max_extent_diff
001_bottle,0,rigid,0.0,0.9646134421466613,0.0,0.58,1.9300504196885258,0.58,0.0,0.9646550118923187,0.0,0.5730571746826172,1.9293100237846375,0.5705964863300323,0.009403513669967611
001_bottle,1,rigid,0.0,0.9649126765114798,0.0,0.6,1.9303529273203575,0.6,0.0,0.9648976027965546,0.0,0.6036965548992157,1.9297952055931091,0.5993795990943909,0.0036965548992157204
001_bottle,10,rigid,-5.2196355139897245e-06,0.9652236477677474,6.703540626740448e-05,0.588751103681373,1.930564376994578,0.5859638860516089,0.0,0.9651802778244019,0.0,0.5885407328605652,1.9303605556488037,0.5854280889034271,0.0005357971481817492
001_bottle,11,rigid,-2.4262850257368458e-05,0.8388528265348677,-0.00011266960974656136,0.4993995455270008,1.6778490264284942,0.49327943211745157,0.0,0.8388123214244843,0.0,0.49853892624378204,1.6776246428489685,0.4914196729660034,0.0018597591514481482
001_bottle,12,rigid,0.0,0.9651236841652905,0.0,0.65,1.9314907687412814,0.65,0.0,0.9651872515678406,0.0,0.6356936395168304,1.9303745031356812,0.6350092887878418,0.014990711212158225
001_bottle,13,rigid,6.813343718070148e-05,0.9390977719300474,2.540242926586833e-05,0.5201516785787955,1.8783392663982066,0.5123145297663331,0.0,0.9391049444675446,0.0,0.5191172361373901,1.8782098889350891,0.5114704072475433,0.001034442441405381
001_bottle,14,rigid,0.0,0.9664133568790396,0.0,0.65,1.9335261228935234,0.65,0.0,0.9663417637348175,0.0,0.672789067029953,1.932683527469635,0.6668482422828674,0.02278906702995298
001_bottle,15,rigid,-0.002860660013270846,0.9655174702400184,-0.0007627149390405923,0.6515121991841855,1.9370845399983234,0.6376907423201796,0.0,0.9657789468765259,0.0,0.6344414055347443,1.9315578937530518,0.62895068526268,0.017070793649441196
001_bottle,16,rigid,0.0001373235878036478,0.9519651960318409,0.00013451393676300105,0.51,1.9347558432456982,0.51,2.0697712898254395e-05,0.9519300712272525,-2.034008502960205e-05,0.535436600446701,1.9342758152633905,0.5343117415904999,0.02543660044670104
001_bottle,17,rigid,0.0,0.961731978370513,0.0,0.6,1.9246318368160442,0.6,0.0,0.9617061913013458,0.0,0.6112949848175049,1.9234123826026917,0.6091764569282532,0.011294984817504905
001_bottle,18,rigid,0.0,0.9663286493453831,0.0,0.85,1.9336062558001568,0.85,0.0,0.9663201868534088,0.0,0.8289796710014343,1.9326403737068176,0.8095296919345856,0.040470308065414407
001_bottle,19,rigid,0.0004931770541809464,0.7851819855681549,-0.079986268537124,0.8,1.6391707929839179,1.1252538997974708,0.0,0.7867664694786072,0.0,0.7214666604995728,1.5735329389572144,0.9094363451004028,0.21581755469706798
001_bottle,2,rigid,0.0,0.7996165928441576,0.0,0.5,1.6002880548748633,0.5,0.0,0.7996388375759125,0.0,0.47791990637779236,1.599277675151825,0.4728866070508957,0.02711339294910431
001_bottle,20,rigid,0.0001367525164325426,0.966211151866391,-0.0002638558103402658,0.6029039956506574,1.9333479182630604,0.7285262040835236,0.0,0.9661988615989685,0.0,0.6016279757022858,1.932397723197937,0.7265062630176544,0.002019941065869224
001_bottle,21,rigid,-0.0002445995783731815,0.9660730272699999,8.193124105161999e-05,1.0,1.9322561756344012,1.0,0.0,0.9660743474960327,0.0,0.9904080033302307,1.9321486949920654,0.9904247224330902,0.009591996669769287
001_bottle,22,rigid,0.003398063193113296,0.9485234697938384,0.003310639711459277,0.6591070940362889,1.9434263895413233,0.6698019007544148,0.00013884902000427246,0.9493862753733993,-0.0002391338348388672,0.6463139653205872,1.9326454866677523,0.6558374166488647,0.013964484105550068
001_bottle,3,rigid,2.3900695319695956e-05,0.9660444683979004,9.054803351140765e-08,0.5665903739618798,1.9322563592637194,0.5677235151008584,0.0,0.9660645425319672,0.0,0.5651066303253174,1.9321290850639343,0.5667875707149506,0.0014837436365624512
001_bottle,4,rigid,0.0,0.9141617951104314,0.0,0.5,1.8294536590118127,0.5,0.0,0.9141821265220642,0.0,0.5146474540233612,1.8283642530441284,0.5051696598529816,0.014647454023361206
001_bottle,5,rigid,0.0017049136807438345,0.9647551537798251,7.8278101119759e-05,0.669724289420711,1.9295470640054653,0.6617593859852263,0.0,0.9647351205348969,0.0,0.6328581273555756,1.9294702410697937,0.6227914690971375,0.03896791688808887
001_bottle,6,rigid,0.0,0.9656968282747239,0.0,0.7,1.931554363790541,0.7,0.0,0.9656200408935547,0.0,0.6714687943458557,1.9312400817871094,0.6648522317409515,0.03514776825904842
001_bottle,7,rigid,0.0,0.9656817052222285,0.0,0.6,1.9345223323485068,0.6,0.0,0.9655682742595673,0.0,0.6047175526618958,1.9311365485191345,0.6032755076885223,0.004717552661895774
001_bottle,8,rigid,0.0,0.9302157964968594,0.0,0.7,1.8668896923182046,0.7,0.0,0.9294213950634003,0.0,0.6951834261417389,1.8588427901268005,0.6860789358615875,0.013921064138412431
001_bottle,9,rigid,0,0.7812607809551178,0,0.5,1.562838530920469,0.5,0.0,0.7812283933162689,0.0,0.5227954685688019,1.5624567866325378,0.5144171416759491,0.02279546856880188
002_bowl,1,rigid,2.3601163290374267e-05,0.5194922689864314,0.0004315720534880012,2.434335656725262,1.042760138010482,2.431086024812204,0.0,0.5197206735610962,0.0,2.4069215059280396,1.0394413471221924,2.4026081562042236,0.028477868607980295
002_bowl,2,rigid,0.00030482045026378966,0.5168932198969577,0.00030307738784513243,2.638065154377282,1.0356066025111277,2.6383447138403975,0.0,0.5170488655567169,0.0,2.483312964439392,1.0340977311134338,2.4837692975997925,0.15475218993789008
002_bowl,3,rigid,0.0002376740286050387,0.5205945649752389,-1.953534799195735e-05,3.584042369200504,1.041201618810615,3.57858062936553,0.0,0.5205956697463989,0.0,2.7105631828308105,1.0411913394927979,2.7085081338882446,0.8734791863696936
002_bowl,4,rigid,-0.00015342548244733482,0.5148245969598981,-8.598018126842406e-05,2.369773940790683,1.0300318363339154,2.3703476172314804,0.0,0.5148555934429169,0.0,1.8956521153450012,1.0297111868858337,1.8973859548568726,0.4741218254456818
002_bowl,5,rigid,0.0001360366706024348,0.5152949218582277,0.00032685442420611296,2.543597651056973,1.0305939163415028,2.5396695179135627,0.0,0.5152958929538727,0.0,1.9828762412071228,1.0305917859077454,1.9858048558235168,0.5607214098498501
002_bowl,6,rigid,0.00042009347417894526,0.3799067453031472,-0.001760903331775163,2.702872376229817,0.7808033497467175,2.702844506888718,0.000174790620803833,0.3799299872480333,-0.000737607479095459,1.917237937450409,0.7807028936222196,1.9170030355453491,0.7858414713433688
002_bowl,7,rigid,0.0002231323039376921,0.3892732316167695,-3.8683838046498295e-06,2.645261750760528,0.8013541316578391,2.6447942067624224,-8.195638656616211e-06,0.3892814740538597,6.186962127685547e-05,1.9182823300361633,0.7994495183229446,1.916947364807129,0.7278468419552935
003_plate,0,rigid,-0.0003539751035050815,0.5593997291638277,-0.00017879302435633006,9.189324523776142,1.1188687926189504,9.20081362899733,0.0,0.5593925416469574,0.0,7.7032670974731445,1.1187850832939148,7.722185373306274,1.486057426302997
004_fluted-block,0,rigid,1.5108504042178373e-18,0.0816158354282379,-1.5108504042178373e-18,0.20505566895008087,0.16323167085647583,0.20139166712760928,0.0,0.08161583542823792,0.0,0.20505566895008087,0.16323167085647583,0.20139166712760925,2.7755575615628914e-17
004_fluted-block,1,rigid,1.5108504042178373e-18,0.0816158354282379,-1.5108504042178373e-18,0.20505566895008087,0.16323167085647583,0.20139166712760928,0.0,0.08161583542823792,0.0,0.20505566895008087,0.16323167085647583,0.20139166712760925,2.7755575615628914e-17
005_french-fries,0,rigid,-0.0007599868528914444,0.9503055358096308,0.00047823053749709534,1.4121860594431912,1.9243489194515286,0.6544315334758573,-0.0007003247737884521,0.9502387987449765,0.00032275915145874023,1.4117229580879211,1.9239933993667364,0.6537290811538696,0.0007024523219876233
005_french-fries,1,rigid,-5.072335961174657e-05,0.949412799036794,-0.009098307713454637,1.1619234987077867,1.9326698435250913,0.6512349862695233,5.179643630981445e-05,0.9542867389973253,-0.0013103485107421875,1.1613330841064453,1.9204899375326931,0.6104394793510437,0.04079550691847955
005_french-fries,2,rigid,0.0013722613287392201,0.9204945577554728,-0.011692173055930231,1.9141256675190326,1.8932531964577377,0.5779858761244814,0.0008782148361206055,0.9235421437770128,-0.0003120303153991699,1.9120845794677734,1.8762090168893337,0.5132787823677063,0.06470709375677508
005_french-fries,3,rigid,-0.030662170441349126,0.9511016047159342,-0.0007117075407647667,1.7504202872575876,1.9296056354579005,1.16506650349632,-0.0006458163261413574,0.95085061294958,-0.03519570827484131,1.6682662963867188,1.9257876733317971,0.7616065740585327,0.4034599294377872
006_hamburg,0,rigid,0.011924610459058233,0.3351730180159126,-0.002608270505305971,2.0541782529512025,0.7078390390739012,1.9241290432014808,0.00010949373245239258,0.3354507191106677,-0.0010767877101898193,1.9326095581054688,0.7056915555149317,1.7756783366203308,0.14845070658115
006_hamburg,1,rigid,-0.005609949624198443,0.44956946904621303,0.006162735815689539,1.98505874668481,0.9715935703063876,1.9603337770338403,8.875131607055664e-05,0.45387747697532177,-0.0006347000598907471,1.9291707277297974,0.9425452388823032,1.907847821712494,0.05588801895501261
006_hamburg,2,rigid,-0.00974921826443031,0.541691665667256,0.009752129582886983,1.9238715271767093,1.118927743586727,2.016595387682408,-0.000810086727142334,0.5415810514241457,-0.003165721893310547,1.8149824142456055,1.1179828308522701,1.935174584388733,0.10888911293110382
006_hamburg,3,rigid,-0.002548948066712229,0.28741512748135567,0.003024239679898282,1.0441477334463538,0.6387310691044208,1.9274338035960685,-0.0004639625549316406,0.287087376229465,0.003127872943878174,1.0314656496047974,0.6087285373359919,1.9269123077392578,0.03000253176842893
006_hamburg,4,rigid,-1.6732859795173977e-05,0.42279722566390415,-0.004896190743713073,1.9165994579035006,0.8807707913838239,1.8927078789695493,-5.060434341430664e-05,0.4227754473686218,-0.004897803068161011,1.916385531425476,0.8800878524780273,1.8926878571510315,0.0006829389057965152
006_hamburg,5,rigid,0.0006142559542237162,0.29955836489572896,0.0008696019891576376,1.206231103674435,0.6470754162947441,1.9380270086824511,0.0015653371810913086,0.2999347476288676,-0.0003445148468017578,1.2009541988372803,0.6346075478941202,1.9264153242111206,0.01246786840062386
007_shoe-box,0,rigid,-3.4861359827879225e-08,0.12311224462160086,7.57163231006507e-08,0.3837449773574174,0.2462297110744051,0.6512750497063806,-2.9802322387695312e-08,0.12310095131397247,0.0,0.38374483585357666,0.24620190262794495,0.6512725353240967,2.780844646016467e-05
